FundingOrgName,ProjectReference,LeadROName,Department,ProjectCategory,PISurname,PIFirstName,PIOtherNames,PI ORCID iD,StudentSurname,StudentFirstName,StudentOtherNames,Student ORCID iD,Title,StartDate,EndDate,AwardPounds,ExpenditurePounds,Region,Status,GTRProjectUrl,ProjectId,FundingOrgId,LeadROId,PIId,fullname
NERC,NE/I003878/1,University of Southampton,Faculty of Engineering & the Environment,Research Grant,Nicholls,Robert,James,,,,,,"Coastal ecosystems, governance and poverty: A case study of managing the Brahmaputra-Ganges mega-delta in a changing world",2010-01-08,2010-01-08,41151.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=NE/I003878/1,BA1727ED-5D45-429F-9C8A-90D449EB547B,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,1C10461E-0D68-4C25-B293-5AC39B561ED7,"Nicholls, Robert James"
ESRC,RES-000-22-1710,University of Southampton,School of Geography,Research Grant,Clark,Michael,Jeremy,,,,,,Public awareness of flood risk: the role of the Environment Agency flood map,2006-01-04,2006-01-04,40960.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=RES-000-22-1710,A77B5A11-96BC-4C62-82F2-91DC0FF1800E,924BE15C-91F2-4AAD-941A-3F338324B6AE,30A429E3-83B7-4E41-99C0-14A144F07DFE,98FC29AD-1676-4842-B6A7-65C6950E9B60,"Clark, Michael Jeremy"
NERC,NE/G009376/1,University of Southampton,School of Ocean and Earth Science,Research Grant,Wilson,Paul,Alastair,,,,,,"Climate response to orbital forcing during the Eocene deglaciated, high temperature, high CO2 state: New records from Sites 1210, 1258 &amp; 1267",2009-01-06,2009-01-06,40713.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=NE/G009376/1,F70BC61D-7953-482E-B368-FB6E93687A81,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,F0CA692E-B1CA-4AF2-B434-1AAE3A1355BB,"Wilson, Paul Alastair"
NERC,NE/R004978/1,University of Southampton,School of Ocean and Earth Science,Research Grant,Gernon,Thomas,Michael,,,,,,Environmental tipping points during supercontinent breakup,2018-02-07,2018-02-07,40364.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=NE/R004978/1,7FEEFA2A-EAF1-442F-B3C0-A864620A8EF6,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,57C91BED-4699-446A-828E-4D7C65244DF4,"Gernon, Thomas Michael"
ESRC,ES/P500835/1,University of Southampton,School of Geography,Research Grant,Spearing,Simon,Mark,,,,,,GCRF-IAA-ESRC-18 University of Southampton 2016,2016-01-08,2016-01-08,40000.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=ES/P500835/1,342978A2-B95B-491B-9B68-24DA8E36221D,924BE15C-91F2-4AAD-941A-3F338324B6AE,30A429E3-83B7-4E41-99C0-14A144F07DFE,FF592210-E27D-4F90-8566-118519C869F8,"Spearing, Simon Mark"
ESRC,ES/S501736/1,University of Southampton,"Sch of Economic, Social & Political Sci",Training Grant,,,,,,,,,South Coast DTP NPIF Placements 2018,2018-01-04,2018-01-04,39700.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=ES/S501736/1,0F5A56E3-1F21-41C8-805C-C524EAD289FA,924BE15C-91F2-4AAD-941A-3F338324B6AE,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
ESRC,ES/V001051/1,University of Southampton,"Sch of Economic, Social & Political Sci",Research Grant,Maslovskaya,Olga,,http://orcid.org/0000-0003-3814-810X,,,,,"Transitioning from Interviewer-Administered Surveys to Online Data Collection: Experiences, Challenges and Opportunities (GenPopWeb 2 Network)",2020-02-13,2020-02-13,39612.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=ES/V001051/1,2A540470-0062-4A75-9E64-2CEED9603342,924BE15C-91F2-4AAD-941A-3F338324B6AE,30A429E3-83B7-4E41-99C0-14A144F07DFE,E1947337-E622-4242-8ECE-C4CCE930EB96,
EPSRC,EP/M506783/1,University of Southampton,Electronics and Computer Science,Research Grant,Vaughan,Alun,,,,,,,Development of a modelling tool for performance optimization in pulsed plasma thrusters,2014-01-08,2014-01-08,39336.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=EP/M506783/1,B2E24720-0830-46A6-8993-DA38DFECF0E2,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,B04280CA-D30D-4C24-B03C-171FFCE97DC1,
AHRC,AH/V004603/1,University of Southampton,School of Humanities,Research Grant,Primorac,Ranka,,,,,,,The Textual Worlds of South-Eastern Africa,2021-01-02,2021-01-02,39255.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=AH/V004603/1,9BD3B813-9B69-4F76-81CA-CC00DCC623DE,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,30A429E3-83B7-4E41-99C0-14A144F07DFE,195DCD70-59BC-4971-9B4B-EFEE81B4C2DF,
AHRC,AH/H004653/1,University of Southampton,Faculty of Humanities,Research Grant,Everist,Mark,,,,,,,"Mozart's Ghosts: Reception and Renown, 1791-present",2010-01-02,2010-01-02,38465.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=AH/H004653/1,E94CFC13-037A-44F8-A9D7-4702436EDA82,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,30A429E3-83B7-4E41-99C0-14A144F07DFE,09435891-8E72-4AA8-850D-9293D94AF3C7,
NERC,NE/P008100/1,University of Southampton,School of Geography,Research Grant,Darby,Stephen,,,,,,,Deciphering the dominant drivers of contemporary relative sea-level change: Analysing sediment deposition and subsidence in a vulnerable mega-delta,2017-01-02,2017-01-02,38246.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=NE/P008100/1,C42E4C00-A5C2-4B9A-B110-5252C53B34A6,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,DC3586A5-472C-4CD0-AAAA-C4A7839AC727,
NERC,NE/S006303/1,University of Southampton,School of Ocean and Earth Science,Research Grant,Roberts,Stephen,,,,,,,Investigating the geochemical and physical response to fluid rock reaction beneath an active hydrothermal system in an arc environment.,2018-05-05,2018-05-05,38011.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=NE/S006303/1,C3A42E9C-D419-47BE-AB8A-21C102EFF11F,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,88893186-B0D5-43E8-9E5D-B100B728FB39,
NERC,NE/I012613/1,University of Southampton,School of Ocean and Earth Science,Research Grant,Roberts,Stephen,,,,,,,Investigating the influence of lithology and water depth on the composition and distribution of sulphides at the worlds deepest known vent sites.,2011-09-30,2011-09-30,37161.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=NE/I012613/1,91CA895B-67F4-4C3A-89C9-CFC7A21FCE69,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,88893186-B0D5-43E8-9E5D-B100B728FB39,
AHRC,AH/I506144/1,University of Southampton,Faculty of Humanities,Training Grant,Clery,Emma,Juliet,,,,,,Collaborative Doctoral 2010 Grant - The Illustration of Novels by Women Writers in the Long Eighteenth Century,2010-01-10,2010-01-10,36978.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=AH/I506144/1,03707763-B7F0-4698-ABCF-48C60BB26373,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,30A429E3-83B7-4E41-99C0-14A144F07DFE,691819EA-BE22-4CEE-AA0A-F146C4566605,"Clery, Emma Juliet"
AHRC,AH/I505830/1,University of Southampton,Faculty of Humanities,Training Grant,King,Ros,,,,,,,Collaborative Doctoral 2010 Grant - Roger Machado - a life in objects,2010-01-10,2010-01-10,36978.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=AH/I505830/1,244C7607-1C4E-41DA-86A9-3A351FC8B147,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,30A429E3-83B7-4E41-99C0-14A144F07DFE,D103F2C1-8A0E-4A31-A728-5B7099361236,
AHRC,AH/I505881/1,University of Southampton,Faculty of Humanities,Training Grant,Earl,Graeme,Peter,http://orcid.org/0000-0001-9077-4605,,,,,"Collaborative Doctoral - Statues in context: digital modelling, painting, architectural visualisation and analysis of Roman statuary from Herculaneum",2010-01-10,2010-01-10,36978.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=AH/I505881/1,CFAD27EF-DCA3-4EB9-B9C1-D44AC1BC2604,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,30A429E3-83B7-4E41-99C0-14A144F07DFE,B7E59F38-CF3E-4207-810D-6CEDDB9E10AB,"Earl, Graeme Peter"
NERC,NE/H01523X/1,University of Southampton,School of Geography,Research Grant,Brown,A G,,,,,,,"Rescue Excavation of Large Mammal Skeleton and Associated Stone Tools from Temporarily Exposed Section, Lake Victoria, Kenya",2010-09-02,2010-09-02,36924.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=NE/H01523X/1,1A5DEE5B-D4FC-448B-B76D-F063C1D1C9BF,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,99B63160-1E64-4145-9463-03C3D920069B,
EPSRC,EP/H048324/1,University of Southampton,Faculty of Engineering & the Environment,Research Grant,Gabard,Gwenael,,,,,,,Workshop on Computational Aero-Acoustics for Aircraft Noise Prediction,2010-08-03,2010-08-03,36470.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=EP/H048324/1,EDA8E21D-917D-4628-B3E9-55F6FE4CFFB3,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,6594CFC4-1093-432B-8562-2BAF85A42741,
NERC,NE/L000059/1,University of Southampton,School of Ocean and Earth Science,Research Grant,Teagle,Damon,Andrew,http://orcid.org/0000-0002-4416-8409,,,,,"Accretion of the lower oceanic crust: Reconciling evidence of hydrothermal fluid fluxes with mineral cooling rates from ODP Hole 1256D, IODP Exp335",2014-01-02,2014-01-02,36208.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=NE/L000059/1,CC188601-FE37-4252-B3C9-CBD803A07472,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,288C0116-BB29-46A2-9D9C-0E904AB3A491,"Teagle, Damon Andrew"
NERC,NE/D000343/1,University of Southampton,School of Ocean and Earth Science,Research Grant,Pälike,Heiko,,,,,,,Paleogene orbitally calibrated climate cycles,2006-04-26,2006-04-26,36084.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=NE/D000343/1,6836CB7F-D7DC-4D80-AB5F-F82EBD889558,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,7B02AB34-099F-498D-89A5-DC232B458851,
NERC,NE/I01683X/1,University of Southampton,School of Ocean and Earth Science,Research Grant,Wiedenmann,Joerg,,,,,,,Environmentally regulated genes as basis for coral reef resilience,2011-01-09,2011-01-09,35838.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=NE/I01683X/1,5E6FA35E-048C-45AA-A0E5-3692394F7010,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,EA2ED154-0169-4FE5-BB83-A3A7F8EBD294,
STFC,ST/N000870/1,University of Southampton,School of Physics and Astronomy,Research Grant,Hoenig,Sebastian,F,,,,,,AGN dust emission as a standard candle in the LSST era,2016-01-04,2016-01-04,35826.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=ST/N000870/1,108CA1DD-CCFF-4430-8D1A-32CEE9407F91,D7F4F462-0518-4784-908A-D12633C139B3,30A429E3-83B7-4E41-99C0-14A144F07DFE,07EF9AB9-2410-4903-BA5D-05D4ED11B621,"Hoenig, Sebastian F"
NERC,NE/L000032/1,University of Southampton,School of Ocean and Earth Science,Research Grant,Teagle,Damon,Andrew,http://orcid.org/0000-0002-4416-8409,,,,,"Dating mineral formation during mid-ocean ridge flank hydrothermal circulation: Evidence from the Juan de Fuca Ridge, IODP Expedition 327",2013-10-02,2013-10-02,35803.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=NE/L000032/1,EFB5B937-954C-4304-891F-8D32821EA0B1,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,288C0116-BB29-46A2-9D9C-0E904AB3A491,"Teagle, Damon Andrew"
AHRC,AH/E003958/1,University of Southampton,Faculty of Humanities,Research Grant,Nicholls,David,Roy,,,,,,Reading Charles Ives,2007-04-10,2007-04-10,35791.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=AH/E003958/1,D6495D0D-7F8F-451E-A5D0-0E5AE0655DE3,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,30A429E3-83B7-4E41-99C0-14A144F07DFE,7DECA2E9-D70E-44C1-9204-F8466066FA30,"Nicholls, David Roy"
AHRC,AH/S006338/1,University of Southampton,School of Humanities,Research Grant,Whiting,Daniel,James,,,,,,"Higher-Order Evidence in Epistemology, Ethics, and Aesthetics",2019-01-03,2019-01-03,35771.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=AH/S006338/1,96697D17-7B95-4FAB-BFC0-8C65CD34E229,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,30A429E3-83B7-4E41-99C0-14A144F07DFE,7F1937FF-B6CE-4B00-83E5-3F9A58E3DB16,"Whiting, Daniel James"
NERC,NE/G007667/1,University of Southampton,School of Ocean and Earth Science,Research Grant,Minshull,Timothy,,,,,,,"Emplacement process and timing of large volcanic debris avalanches, Montserrat, Lesser Antilles: implications for volcanic and tsunami hazards",2010-01-01,2010-01-01,35622.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=NE/G007667/1,EA9FED1B-E835-498D-B84C-5E8221A18E4C,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,1951B66E-076F-47B7-9F03-4D7A254278EF,
NERC,NE/L001136/1,University of Southampton,School of Ocean and Earth Science,Research Grant,McNeill,Lisa,,,,,,,"Physical properties and reflection character of incoming sediments, Nankai, Japan",2013-01-08,2013-01-08,35588.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=NE/L001136/1,64DF6141-8EBE-47E3-91AA-D337C3F7C1C1,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,6C3862BD-9686-4556-8540-FA48FF321EDC,
NERC,NE/L000024/1,University of Southampton,School of Ocean and Earth Science,Research Grant,Teagle,Damon,Andrew,http://orcid.org/0000-0002-4416-8409,,,,,"The timing and nature of inorganic calcium carbonate precipitation within exposed basalt from the South Pacific Gyre, IODP Expedition 329.",2013-04-06,2013-04-06,35357.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=NE/L000024/1,B012B6E9-5D3E-4D9B-885C-960C28C3C019,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,288C0116-BB29-46A2-9D9C-0E904AB3A491,"Teagle, Damon Andrew"
MRC,MR/T00858X/1,University of Southampton,Human Development and Health,Research Grant,Kumaran,Kalyanaraman,,,,,,,Mechanisms of intergenerational nutritional programming of non-communicable diseases in three countries: a Healthy Life Trajectories Initiative study.,2019-03-10,2019-03-10,34801.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=MR/T00858X/1,2A5FD610-73CA-40BB-9F7C-68717249811A,C008C651-F5B0-4859-A334-5F574AB6B57C,30A429E3-83B7-4E41-99C0-14A144F07DFE,658C99C4-DB43-4706-B45F-53989FE2037C,
ESRC,ES/J011797/1,University of Southampton,School of Social Sciences,Research Grant,Channon,Andrew,Amos,,,,,,Increasing Researcher Use of Large Scale Social Surveys in the Social Sciences through Teaching and Support,2012-01-05,2012-01-05,34777.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=ES/J011797/1,7AD3D3AD-5716-42D1-82C5-DE53219D47C6,924BE15C-91F2-4AAD-941A-3F338324B6AE,30A429E3-83B7-4E41-99C0-14A144F07DFE,C46EB318-A4D5-4DFB-9215-0F4489CA2598,"Channon, Andrew Amos"
NERC,NE/L014351/1,University of Southampton,School of Ocean and Earth Science,Research Grant,Teagle,Damon,Andrew,http://orcid.org/0000-0002-4416-8409,,,,,IODP Phase 1 post cruise support for C Smith-Duque Expedition 344,2014-01-03,2014-01-03,34720.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=NE/L014351/1,BB8DB91F-06C0-4363-B4BF-B143D55E0A52,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,288C0116-BB29-46A2-9D9C-0E904AB3A491,"Teagle, Damon Andrew"
AHRC,AH/E000339/1,University of Southampton,Faculty of Humanities,Research Grant,Orr,Mary,Margaret,,,,,,Remapping Nineteenth-Century French History of Ideas: Flaubert's Temptation,2007-01-02,2007-01-02,34613.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=AH/E000339/1,5AD02A24-59CB-42F6-8D5A-E28EEBBA6748,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,30A429E3-83B7-4E41-99C0-14A144F07DFE,AE828ACD-247A-4A4C-8CDE-E1ECBD0363B5,"Orr, Mary Margaret"
NERC,NE/D007828/1,University of Southampton,School of Geography,Research Grant,Langdon,Peter,,,,,,,Can radiocarbon dating chironomid head capsules increase chronological accuracy in lake sediments?,2006-01-08,2006-01-08,34449.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=NE/D007828/1,2F330462-6EEA-45A1-966A-641745B35174,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,0FB14E60-3A55-4CE1-B476-DDCFDDE621B5,
AHRC,AH/F01452X/1,University of Southampton,Faculty of Humanities,Research Grant,Middleton,Peter,Leigh,,,,,,American Poetry and Science in the Cold War,2009-02-21,2009-02-21,34121.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=AH/F01452X/1,F0F27FE0-55CD-48C1-B775-742CC28318D9,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,30A429E3-83B7-4E41-99C0-14A144F07DFE,CE60ED29-127E-4506-8D52-3A52C71D4BFE,"Middleton, Peter Leigh"
Innovate UK,509439,University of Southampton,,Knowledge Transfer Partnership,Unknown,Unknown,Unknown,,,,,,Southampton University and Vestas Technology UK Limited,2015-01-02,2015-01-02,33915.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=509439,B8A0BAAE-ECF9-4F18-80CF-5D54920395C4,05923FEC-036B-4EA9-8068-0AD5AE082931,30A429E3-83B7-4E41-99C0-14A144F07DFE,6BAA32D3-0592-4662-8707-B8FF49287B99,"Unknown, Unknown Unknown"
NERC,NE/E009670/1,University of Southampton,School of Ocean and Earth Science,Research Grant,Bibby,Thomas,,http://orcid.org/0000-0003-1743-473X,,,,,The impact of iron availability on the ecology of Prochlorococcus populations in the Sargasso Sea,2007-01-06,2007-01-06,33299.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=NE/E009670/1,4AF9DF66-85DE-44E4-B647-588E3E83FEEF,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,C56BEF26-3FB5-400E-8CFD-F6070887F701,
BBSRC,BB/S008470/1,University of Southampton,Sch of Biological Sciences,Research Grant,Tews,Ivo,,http://orcid.org/0000-0002-4704-1139,,,,,CCP4 Advanced integrated approaches to macromolecular structure determination,2019-01-04,2019-01-04,33156.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=BB/S008470/1,083C0249-AF31-428E-8890-A21C4661915E,2512EF1C-401B-4222-9869-A770D4C5FAC7,30A429E3-83B7-4E41-99C0-14A144F07DFE,815FB97F-8776-4665-8255-46A952F07E63,
NERC,NE/P012140/1,University of Southampton,School of Ocean and Earth Science,Research Grant,Henstock,Timothy,,http://orcid.org/0000-0002-2132-2514,,,,,Thermal structure of incoming sediments at the Sumatra subduction zone,2017-01-01,2017-01-01,32934.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=NE/P012140/1,27166790-657D-4951-984F-B906E2892D88,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,8EBFD337-3C7B-48CB-8C56-7CBEE9A2394A,
AHRC,AH/M00872X/1,University of Southampton,Faculty of Humanities,Research Grant,Brooks,Laura,Jeanice,,,,,,Sound Heritage,2015-01-07,2015-01-07,32895.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=AH/M00872X/1,2692AE41-CFB1-481C-B2B2-3A3FD4DBCEE3,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,30A429E3-83B7-4E41-99C0-14A144F07DFE,812CF53C-8F56-48F7-A439-18F486C16C8C,"Brooks, Laura Jeanice"
AHRC,AH/H004661/1,University of Southampton,Faculty of Humanities,Research Grant,Mazdon,Lucy,,,,,,,French Cinema in Britain since 1930,2010-01-02,2010-01-02,32706.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=AH/H004661/1,93390483-4059-4CAF-9E96-2B804B91A84D,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,30A429E3-83B7-4E41-99C0-14A144F07DFE,0D5A18A2-8B19-411B-85CE-036A5E7CA96E,
STFC,ST/P000231/1,University of Southampton,School of Physics and Astronomy,Research Grant,Coxon,John,,http://orcid.org/0000-0002-0166-6854,,,,,The planeterrella: Bringing the aurora to the public,2016-06-22,2016-06-22,32593.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=ST/P000231/1,260C53B6-1023-448D-BE8A-3CB5237C51F6,D7F4F462-0518-4784-908A-D12633C139B3,30A429E3-83B7-4E41-99C0-14A144F07DFE,29C506F2-85C3-437E-A6B9-1DC77489053C,
STFC,ST/G001618/1,University of Southampton,School of Physics and Astronomy,Research Grant,Lanchester,Betty,,,,,,,Visiting Researchers in Space Environment Physics,2009-01-09,2009-01-09,32497.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=ST/G001618/1,6E273DAA-D0D8-494F-A5C5-179790EE54E5,D7F4F462-0518-4784-908A-D12633C139B3,30A429E3-83B7-4E41-99C0-14A144F07DFE,A02C5991-2DA9-49C0-8E91-9EE2F9BEF80B,
AHRC,AH/I505504/1,University of Southampton,Faculty of Humanities,Training Grant,Blue,Lucy,,,,,,,CDA 2010 Grant -An archaeological evaluation of the expansion of Abbasid trade in the Persian Gulf and Indian Ocean during the 8th - 11th centuries,2010-01-10,2010-01-10,32436.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=AH/I505504/1,7DE372A2-EB5A-4B64-86DF-4AA9C78E70F6,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,30A429E3-83B7-4E41-99C0-14A144F07DFE,E7829C1D-8E24-4850-B400-F1BC9CA2FFDA,
NERC,NE/I006176/1,University of Southampton,School of Ocean and Earth Science,Research Grant,Foster,Gavin,,,,,,,Testing ice sheet models and modelled estimates of Earth's climate sensitivity using Miocene palaeoclimate data,2010-01-09,2010-01-09,32266.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=NE/I006176/1,2F9C8F32-2765-4E6B-8028-6B1693F78013,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,2AE9DA86-E362-4DBA-AB0B-AE45CE2736AD,
AHRC,AH/I025530/1,University of Southampton,Faculty of Humanities,Research Grant,Headley,Erin,Jean,,,,,,Delectare et docere: A 17th-Century Marketing Tool for Showcasing the Lirone and its Repertoire,2011-02-14,2011-02-14,32237.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=AH/I025530/1,5F20BA46-154A-474C-B9FC-B568B3BE4DB3,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,30A429E3-83B7-4E41-99C0-14A144F07DFE,A68ECCBB-DC5D-4603-AF10-8AD040FA123F,"Headley, Erin Jean"
